""	"symbol"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"de"
"TC1000002632.mm.1"	"Ascl1"	0.816877016218374	0.597067908939299	1.03668612349745	3.35099473768198	8.89453417246452	6.4792904134684e-05	0.0019807893051784	2.26527107903804	"up"
"TC1400001726.mm.1"	"Bmpr1a"	-1.2394514296999	-1.57307631128324	-0.905826548116553	3.19031617842907	-8.89166913032693	6.49215442384532e-05	0.0019807893051784	2.26313966818029	"down"
"TC0900003245.mm.1"	"Scn10a"	-1.66334893380668	-2.11129614036634	-1.21540172724702	4.35438156740803	-8.88727758461677	6.51192899991243e-05	0.00198204499815567	2.25987136508863	"down"
"TC0400003481.mm.1"	"Bmp8a"	0.798806554615599	0.583443619530695	1.0141694897005	2.89036262413079	8.87734037705902	6.55692908275289e-05	0.00198801130154166	2.25247015689894	"up"
"TC0100003025.mm.1"	"Lct"	0.724748352120828	0.529304738376016	0.92019196586564	2.39292915844759	8.87519627018063	6.56668499993078e-05	0.00198986251298625	2.25087219728277	"up"
"TC1100004279.mm.1"	"Rab37"	0.716342777190445	0.522941249943224	0.909744304437666	3.29736392452001	8.86488692958533	6.6138253603253e-05	0.00200192157519586	2.24318372263892	"up"
"TC0700000476.mm.1"	"Zfp607a"	-1.18065548973181	-1.49958373660977	-0.861727242853855	2.89301084409324	-8.86017742669365	6.63548829977889e-05	0.00200402775165732	2.2396686517523	"down"
"TC1300000187.mm.1"	"Pom121l2"	0.736211900632344	0.537259339616011	0.935164461648678	2.25769924760838	8.85656905143571	6.65214098736371e-05	0.00200629868388097	2.23697423682457	"up"
"TC0100003627.mm.1"	"Akt3"	-1.69657800619361	-2.15510797786489	-1.23804803452232	3.7613454682647	-8.85560665148567	6.65659051962475e-05	0.00200629868388097	2.23625542558124	"down"
"TC0500001442.mm.1"	"2810006K23Rik"	0.967462217262479	0.705910343612786	1.22901409091217	2.9113552531318	8.85295774674859	6.66885492617857e-05	0.00200629868388097	2.23427658977357	"up"
"TC1400001290.mm.1"	"Dnajc3"	-0.791475124725197	-1.00545733300128	-0.577492916449116	3.73602020822945	-8.85261991862151	6.67042091943476e-05	0.00200629868388097	2.23402417845506	"down"
"TC0700002772.mm.1"	"Etv2"	0.786402617624144	0.573688759693235	0.999116475555052	3.6467359897936	8.84833139192244	6.6903367628454e-05	0.00200721651633025	2.23081917157586	"up"
"TC0200000585.mm.1"	"Fam102a"	-1.26550414638888	-1.60785846090322	-0.923149831874548	5.45781762162585	-8.8470805337415	6.69615849327488e-05	0.00200721651633025	2.22988407162302	"down"
"TC0X00000516.mm.1"	"Smim10l2a"	0.703983908532289	0.513453368725459	0.894514448339119	3.25710236676472	8.84321834087836	6.71417035569952e-05	0.00200765785781275	2.22699603216702	"up"
"TC1700002588.mm.1"	"Map4k3"	-0.804715156771543	-1.02255805630153	-0.586872257241555	3.41236916924261	-8.84119533773871	6.72362695067688e-05	0.00200765785781275	2.22548280914704	"down"
"TC0300002245.mm.1"	"Fhdc1"	-1.08761708911417	-1.38205251527785	-0.793181662950493	3.85908062020641	-8.840934514184	6.72484728393822e-05	0.00200765785781275	2.22528768705345	"down"
"TC1500002071.mm.1"	"Kif21a"	-2.22057342725527	-2.82236391551234	-1.6187829389982	5.42266031734637	-8.8314503755168	6.76939341902238e-05	0.00201653941445129	2.21818888868932	"down"
"TC1600001199.mm.1"	"Tnp2"	0.948503178805929	0.691394820494912	1.20561153711695	1.75394490534767	8.8294735315567	6.77872079525191e-05	0.00201727807656262	2.21670832638425	"up"
"TC1100003868.mm.1"	"Efcab15"	0.780334233772727	0.568685531940515	0.99198293560494	4.46424080362957	8.82423904953044	6.80348959880783e-05	0.00202027824680281	2.2127864283458	"up"
"TC0400000425.mm.1"	"Phf24"	-1.16619595763494	-1.48261514066143	-0.849776774608461	5.22585799458157	-8.82106333690023	6.81856689756134e-05	0.00202124717701826	2.21040597280047	"down"
"TC0500003724.mm.1"	"Gtf3c2"	-0.823645433206224	-1.04716466345171	-0.600126202960742	3.93831985331711	-8.81937106054592	6.82661685931241e-05	0.00202253364928563	2.20913714172771	"down"
"TC0700003610.mm.1"	"BC048679"	0.730777709461874	0.532393053890033	0.929162365033716	3.65959934153707	8.81636227582624	6.84095607427832e-05	0.00202393541990607	2.20688065181555	"up"
"TC1000001609.mm.1"	"Smarcc2"	-0.999345341358419	-1.27080849590968	-0.727882186807157	5.20988266856341	-8.81083187587984	6.86740243129521e-05	0.00202910339371072	2.20273112823709	"down"
"TC1100003776.mm.1"	"Dnajc7"	-0.978559825815419	-1.24465944617903	-0.712460205451806	4.18433842927947	-8.80147258822288	6.9124245413269e-05	0.00203626069087782	2.19570311890096	"down"
"TC0300002376.mm.1"	"S100a9"	0.996050226234958	0.725095253711833	1.26700519875808	2.30521940868128	8.79825057395016	6.92800158539351e-05	0.00203626069087782	2.1932820286615	"up"
"TC1300000718.mm.1"	"Ntrk2"	-1.17982362624136	-1.50079378156304	-0.858853470919677	4.18937779067103	-8.79760887084127	6.9311087193144e-05	0.00203626069087782	2.19279973898351	"down"
"TC0100003620.mm.1"	"Cep170"	-1.05959173778697	-1.34786840421226	-0.771315071361676	3.3323409507197	-8.79713558361369	6.93340139967902e-05	0.00203626069087782	2.19244400556018	"down"
